Date,Open,High,Low,Close,Adj Close,Volume
2010-05-10,16000.000000,16100.000000,15940.000000,16060.000000,12550.531250,16435550
2010-05-11,16240.000000,16240.000000,15820.000000,15820.000000,12362.976563,22498000
2010-05-12,15940.000000,15960.000000,15640.000000,15780.000000,12331.715820,15759500
2010-05-13,15960.000000,16400.000000,15940.000000,16260.000000,12706.829102,15900650
2010-05-14,16120.000000,16240.000000,15980.000000,16200.000000,12659.937500,14674300
2010-05-17,15960.000000,15980.000000,15560.000000,15680.000000,12253.570313,26460950
2010-05-18,15800.000000,15900.000000,15680.000000,15840.000000,12378.608398,18143800
2010-05-19,15700.000000,15700.000000,15380.000000,15460.000000,12081.644531,17987050
2010-05-20,15300.000000,15440.000000,15100.000000,15120.000000,11815.942383,19772500
2010-05-24,14940.000000,15280.000000,14880.000000,15160.000000,11847.198242,17704300
2010-05-25,15000.000000,15120.000000,14720.000000,14820.000000,11581.500000,25489550
2010-05-26,15200.000000,15380.000000,14900.000000,15000.000000,11722.167969,22943950
2010-05-27,14880.000000,15500.000000,14820.000000,15440.000000,12066.014648,22173500
2010-05-28,15740.000000,15740.000000,15340.000000,15560.000000,12159.792969,22448950
2010-05-31,15440.000000,15620.000000,15360.000000,15520.000000,12128.532227,12774650
2010-06-01,15520.000000,15580.000000,15300.000000,15360.000000,12003.498047,11382350
2010-06-03,15600.000000,15680.000000,15480.000000,15540.000000,12144.164063,14649400
2010-06-04,15500.000000,15940.000000,15480.000000,15860.000000,12394.238281,12598850
2010-06-07,15580.000000,15740.000000,15540.000000,15740.000000,12300.457031,15161550
2010-06-08,15700.000000,15960.000000,15520.000000,15700.000000,12269.202148,14499800
2010-06-09,15840.000000,15840.000000,15320.000000,15400.000000,12034.755859,17914950
2010-06-10,15540.000000,15600.000000,15420.000000,15460.000000,12081.644531,17769350
2010-06-11,15700.000000,15940.000000,15660.000000,15940.000000,12456.751953,18283050
2010-06-14,15820.000000,16180.000000,15820.000000,16140.000000,12613.051758,12094650
2010-06-15,16200.000000,16200.000000,15960.000000,15960.000000,12472.380859,9528550
2010-06-16,16300.000000,16440.000000,16180.000000,16380.000000,12800.606445,18823500
2010-06-17,16240.000000,16340.000000,16200.000000,16340.000000,12769.346680,11648800
2010-06-18,16500.000000,16500.000000,16240.000000,16440.000000,12847.491211,9579500
2010-06-21,16600.000000,16780.000000,16500.000000,16600.000000,12972.530273,14230700
2010-06-22,16540.000000,16540.000000,16260.000000,16320.000000,12753.716797,14794100
2010-06-23,16220.000000,16220.000000,16000.000000,16100.000000,12581.791992,17489950
2010-06-24,16160.000000,16460.000000,16100.000000,16400.000000,12816.231445,14152200
2010-06-25,16180.000000,16200.000000,16040.000000,16100.000000,12581.791992,16982600
2010-06-28,16100.000000,16160.000000,15920.000000,15920.000000,12441.123047,13026700
2010-06-29,16020.000000,16080.000000,15740.000000,15840.000000,12456.854492,12560000
2010-06-30,15400.000000,15600.000000,15400.000000,15480.000000,12173.742188,26708450
2010-07-01,15580.000000,15600.000000,15200.000000,15320.000000,12047.916016,22206400
2010-07-02,15400.000000,15480.000000,15260.000000,15340.000000,12063.645508,11641100
2010-07-05,15260.000000,15400.000000,15220.000000,15340.000000,12063.645508,9995600
2010-07-06,15240.000000,15500.000000,15100.000000,15500.000000,12189.474609,17879550
2010-07-07,15600.000000,15620.000000,15300.000000,15380.000000,12095.102539,16180150
2010-07-08,15660.000000,15680.000000,15400.000000,15500.000000,12189.474609,14752850
2010-07-09,15580.000000,15920.000000,15460.000000,15920.000000,12519.765625,18605950
2010-07-12,15980.000000,16040.000000,15840.000000,16040.000000,12614.138672,12597450
2010-07-13,15960.000000,16160.000000,15880.000000,15920.000000,12519.765625,15339650
2010-07-14,16260.000000,16560.000000,16260.000000,16480.000000,12960.161133,33184600
2010-07-15,16500.000000,16500.000000,16360.000000,16400.000000,12897.245117,16063950
2010-07-16,16320.000000,16400.000000,16040.000000,16040.000000,12614.138672,16933400
2010-07-19,15720.000000,15980.000000,15720.000000,15900.000000,12504.039063,14586800
2010-07-20,15900.000000,16040.000000,15720.000000,15960.000000,12551.220703,11578400
2010-07-21,16340.000000,16360.000000,16120.000000,16340.000000,12850.064453,16558800
2010-07-22,16240.000000,16340.000000,16020.000000,16160.000000,12708.508789,15439550
2010-07-23,16300.000000,16340.000000,16140.000000,16220.000000,12755.692383,14112800
2010-07-26,16260.000000,16400.000000,16180.000000,16360.000000,12865.794922,10617450
2010-07-27,16480.000000,16600.000000,16420.000000,16580.000000,13038.805664,19088350
2010-07-28,16640.000000,16800.000000,16620.000000,16740.000000,13164.631836,23248200
2010-07-29,16780.000000,16800.000000,16480.000000,16540.000000,13007.348633,14865300
2010-07-30,16440.000000,16540.000000,16200.000000,16200.000000,12739.962891,16399000
2010-08-02,16340.000000,16360.000000,16200.000000,16200.000000,12739.962891,12455050
2010-08-03,16400.000000,16440.000000,16300.000000,16300.000000,12818.607422,13105950
2010-08-04,16340.000000,16360.000000,16120.000000,16120.000000,12677.049805,10616650
2010-08-05,16220.000000,16360.000000,16060.000000,16080.000000,12645.592773,14028550
2010-08-06,16200.000000,16200.000000,15980.000000,16020.000000,12598.412109,12296750
2010-08-09,15980.000000,16040.000000,15960.000000,16040.000000,12614.138672,9138150
2010-08-10,16000.000000,16080.000000,15820.000000,15860.000000,12472.583984,14060850
2010-08-11,15680.000000,15780.000000,15540.000000,15580.000000,12252.385742,17957900
2010-08-12,15360.000000,15540.000000,15300.000000,15320.000000,12047.916016,21360650
2010-08-13,15400.000000,15640.000000,15340.000000,15620.000000,12283.841797,14274900
2010-08-16,15460.000000,15660.000000,15340.000000,15640.000000,12299.570313,10280000
2010-08-17,15540.000000,15660.000000,15420.000000,15640.000000,12299.570313,14476450
2010-08-18,15680.000000,15700.000000,15480.000000,15560.000000,12236.657227,11715900
2010-08-19,15580.000000,15780.000000,15540.000000,15780.000000,12409.667969,12179900
2010-08-20,15600.000000,15720.000000,15540.000000,15680.000000,12331.025391,12330600
2010-08-23,15720.000000,15820.000000,15640.000000,15800.000000,12425.393555,9081550
2010-08-24,15700.000000,15720.000000,15500.000000,15660.000000,12315.296875,11365400
2010-08-25,15520.000000,15560.000000,15440.000000,15440.000000,12142.286133,9263250
2010-08-26,15440.000000,15660.000000,15400.000000,15460.000000,12158.014648,10440100
2010-08-27,15300.000000,15440.000000,15300.000000,15320.000000,12047.916016,12748200
2010-08-30,15500.000000,15560.000000,15440.000000,15520.000000,12205.200195,6984450
2010-08-31,15320.000000,15440.000000,15120.000000,15120.000000,11890.632813,22051950
2010-09-01,15240.000000,15260.000000,15000.000000,15040.000000,11827.719727,19451700
2010-09-02,15200.000000,15240.000000,14980.000000,15180.000000,11937.815430,18271500
2010-09-03,15220.000000,15280.000000,15120.000000,15220.000000,11969.272461,22082500
2010-09-06,15440.000000,15600.000000,15360.000000,15600.000000,12268.114258,19708650
2010-09-07,15660.000000,15800.000000,15500.000000,15760.000000,12393.942383,16036000
2010-09-08,15520.000000,15620.000000,15420.000000,15420.000000,12126.560547,10954600
2010-09-09,15340.000000,15480.000000,15120.000000,15120.000000,11890.632813,30825400
2010-09-10,15200.000000,15440.000000,15140.000000,15320.000000,12047.916016,13989000
2010-09-13,15400.000000,15520.000000,15320.000000,15400.000000,12110.831055,11741050
2010-09-14,15500.000000,15620.000000,15200.000000,15200.000000,11953.546875,18559950
2010-09-15,15260.000000,15340.000000,15020.000000,15140.000000,11906.363281,19441850
2010-09-16,15080.000000,15260.000000,15080.000000,15140.000000,11906.363281,11734100
2010-09-17,15240.000000,15560.000000,15160.000000,15460.000000,12158.014648,22369300
2010-09-20,15480.000000,15600.000000,15400.000000,15600.000000,12268.114258,14807550
2010-09-24,15580.000000,15600.000000,15160.000000,15240.000000,11985.002930,32766800
2010-09-27,15300.000000,15360.000000,15040.000000,15100.000000,11874.905273,25107150
2010-09-28,15100.000000,15120.000000,14900.000000,14900.000000,11717.623047,23315700
2010-09-29,15060.000000,15500.000000,15000.000000,15440.000000,12142.286133,35348050
2010-09-30,15440.000000,15580.000000,15340.000000,15540.000000,12220.929688,16855500
2010-10-01,15440.000000,15560.000000,15380.000000,15540.000000,12220.929688,14805750
2010-10-04,15600.000000,15620.000000,15480.000000,15600.000000,12268.114258,12835350
2010-10-05,15440.000000,15580.000000,15420.000000,15460.000000,12158.014648,14300150
2010-10-06,15560.000000,15880.000000,15520.000000,15860.000000,12472.583984,23555150
2010-10-07,15580.000000,15660.000000,15380.000000,15400.000000,12110.831055,25542150
2010-10-08,15260.000000,15320.000000,15060.000000,15160.000000,11922.087891,27125750
2010-10-11,15240.000000,15260.000000,15060.000000,15060.000000,11843.450195,18784450
2010-10-12,15040.000000,15120.000000,14920.000000,14920.000000,11733.349609,18391350
2010-10-13,15040.000000,15040.000000,14860.000000,14880.000000,11701.890625,20414700
2010-10-14,15060.000000,15060.000000,14840.000000,15000.000000,11796.265625,26710000
2010-10-15,15000.000000,15120.000000,14900.000000,15080.000000,11859.173828,24686150
2010-10-18,15140.000000,15240.000000,14960.000000,15020.000000,11811.992188,13804400
2010-10-19,15000.000000,15020.000000,14820.000000,14820.000000,11654.708008,19450000
2010-10-20,14800.000000,14980.000000,14700.000000,14900.000000,11717.623047,18474100
2010-10-21,14900.000000,15300.000000,14820.000000,15300.000000,12032.189453,28370400
2010-10-22,15460.000000,15540.000000,15340.000000,15540.000000,12220.929688,20425550
2010-10-25,15460.000000,15580.000000,15340.000000,15420.000000,12126.560547,12353450
2010-10-26,15360.000000,15420.000000,15160.000000,15260.000000,12000.730469,15629050
2010-10-27,15160.000000,15300.000000,15020.000000,15060.000000,11843.450195,16732750
2010-10-28,15200.000000,15300.000000,15060.000000,15280.000000,12016.459961,14631600
2010-10-29,15280.000000,15300.000000,14900.000000,14900.000000,11717.623047,23060950
2010-11-01,15060.000000,15060.000000,14860.000000,14940.000000,11749.077148,14837800
2010-11-02,14940.000000,14960.000000,14740.000000,14800.000000,11638.979492,16536700
2010-11-03,14800.000000,14980.000000,14780.000000,14800.000000,11638.979492,17874950
2010-11-04,14940.000000,15280.000000,14900.000000,15260.000000,12000.730469,27312500
2010-11-05,15600.000000,15800.000000,15500.000000,15520.000000,12205.200195,35165050
2010-11-08,15700.000000,15760.000000,15520.000000,15560.000000,12236.657227,13961400
2010-11-09,15680.000000,15680.000000,15340.000000,15480.000000,12173.742188,12801650
2010-11-10,15600.000000,15800.000000,15500.000000,15800.000000,12425.393555,21088000
2010-11-11,15860.000000,15980.000000,15340.000000,15340.000000,12063.645508,44525300
2010-11-12,15680.000000,15800.000000,15460.000000,15560.000000,12236.657227,28325650
2010-11-15,15720.000000,16300.000000,15700.000000,16160.000000,12708.508789,35892450
2010-11-16,16280.000000,16400.000000,16000.000000,16220.000000,12755.692383,29475050
2010-11-17,16020.000000,16080.000000,15900.000000,15900.000000,12504.039063,17123100
2010-11-18,15940.000000,16100.000000,15860.000000,15980.000000,12566.952148,13296000
2010-11-19,16160.000000,16380.000000,16000.000000,16360.000000,12865.794922,19355150
2010-11-22,16400.000000,16960.000000,16360.000000,16960.000000,13337.641602,36057400
2010-11-23,17000.000000,17020.000000,16680.000000,16800.000000,13211.816406,18280200
2010-11-24,16520.000000,17040.000000,16500.000000,17020.000000,13384.826172,31792000
2010-11-25,17060.000000,17060.000000,16760.000000,16900.000000,13290.458008,18359500
2010-11-26,16960.000000,16980.000000,16640.000000,16740.000000,13164.631836,15679300
2010-11-29,16700.000000,16920.000000,16620.000000,16720.000000,13148.901367,15401050
2010-11-30,16640.000000,16920.000000,16520.000000,16520.000000,12991.616211,21205500
2010-12-01,16480.000000,16560.000000,16280.000000,16400.000000,12897.245117,18777150
2010-12-02,16560.000000,17180.000000,16500.000000,17180.000000,13510.652344,30608400
2010-12-03,17400.000000,17940.000000,17340.000000,17880.000000,14061.141602,39373850
2010-12-06,17800.000000,17980.000000,17700.000000,17800.000000,13998.230469,16837550
2010-12-07,17740.000000,18420.000000,17700.000000,18020.000000,14171.242188,24906050
2010-12-08,18060.000000,18200.000000,17740.000000,17760.000000,13966.778320,16803250
2010-12-09,17700.000000,18360.000000,17680.000000,18340.000000,14422.898438,29422050
2010-12-10,18300.000000,18380.000000,18140.000000,18380.000000,14454.354492,12757050
2010-12-13,18380.000000,18640.000000,18320.000000,18600.000000,14627.366211,15359300
2010-12-14,18740.000000,18740.000000,18420.000000,18580.000000,14611.638672,22126100
2010-12-15,18500.000000,18500.000000,18200.000000,18320.000000,14407.171875,16449400
2010-12-16,18160.000000,18380.000000,18160.000000,18220.000000,14328.530273,11684200
2010-12-17,18280.000000,18580.000000,18240.000000,18520.000000,14564.453125,17297200
2010-12-20,18340.000000,18640.000000,18280.000000,18640.000000,14658.825195,16911750
2010-12-21,18620.000000,18800.000000,18500.000000,18720.000000,14721.737305,12599300
2010-12-22,18780.000000,19060.000000,18720.000000,18780.000000,14768.925781,16626800
2010-12-23,18720.000000,18760.000000,18500.000000,18720.000000,14721.737305,10985500
2010-12-24,18780.000000,18780.000000,18500.000000,18500.000000,14548.722656,8471650
2010-12-27,18500.000000,18600.000000,18300.000000,18440.000000,14501.541016,10524200
2010-12-28,18560.000000,19000.000000,18520.000000,18760.000000,14753.194336,15650700
2010-12-29,18700.000000,19020.000000,18640.000000,18900.000000,14942.939453,11918900
2010-12-30,18840.000000,19040.000000,18840.000000,18980.000000,15006.194336,9181500
2011-01-03,19100.000000,19320.000000,19000.000000,19160.000000,15148.508789,13241050
2011-01-04,19120.000000,19220.000000,18980.000000,19160.000000,15148.508789,13713100
2011-01-05,19100.000000,19100.000000,18840.000000,18840.000000,14895.504883,16787500
2011-01-06,18840.000000,18980.000000,18460.000000,18600.000000,14705.753906,19360400
2011-01-07,18300.000000,18580.000000,18280.000000,18420.000000,14563.444336,23139800
2011-01-10,18360.000000,18560.000000,18180.000000,18340.000000,14500.191406,18326750
2011-01-11,18340.000000,18440.000000,18160.000000,18260.000000,14436.940430,19550800
2011-01-12,18280.000000,18660.000000,18280.000000,18600.000000,14705.753906,20555800
2011-01-13,18980.000000,18980.000000,18340.000000,18440.000000,14579.251953,28239850
2011-01-14,18560.000000,18680.000000,18300.000000,18660.000000,14753.194336,15382350
2011-01-17,18900.000000,19020.000000,18800.000000,18980.000000,15006.194336,20582100
2011-01-18,19000.000000,19620.000000,18980.000000,19380.000000,15322.449219,29631350
2011-01-19,19580.000000,20000.000000,19320.000000,19940.000000,15765.201172,33343200
2011-01-20,19740.000000,19800.000000,19580.000000,19640.000000,15528.011719,15244400
2011-01-21,19520.000000,19680.000000,19400.000000,19420.000000,15354.069336,16666400
2011-01-24,19360.000000,19660.000000,19320.000000,19420.000000,15354.069336,13609350
2011-01-25,19440.000000,19800.000000,19420.000000,19500.000000,15417.323242,13970550
2011-01-26,19700.000000,19980.000000,19600.000000,19960.000000,15781.016602,13352500
2011-01-27,19900.000000,20040.000000,19820.000000,19880.000000,15717.762695,15367000
2011-01-28,19960.000000,20280.000000,19800.000000,20200.000000,15970.769531,19118950
2011-01-31,20180.000000,20200.000000,19620.000000,19620.000000,15512.198242,21411900
2011-02-01,19640.000000,19900.000000,19580.000000,19660.000000,15543.826172,13468450
2011-02-07,20040.000000,20080.000000,19440.000000,19440.000000,15369.886719,24252200
2011-02-08,19400.000000,19480.000000,19180.000000,19220.000000,15195.945313,30483500
2011-02-09,19460.000000,19460.000000,19020.000000,19200.000000,15180.135742,20984650
2011-02-10,19200.000000,19300.000000,18700.000000,18720.000000,14800.635742,30669300
2011-02-11,18700.000000,18860.000000,18260.000000,18300.000000,14468.563477,26489900
2011-02-14,18560.000000,19100.000000,18500.000000,19060.000000,15069.445313,19565800
2011-02-15,19260.000000,19400.000000,18940.000000,19160.000000,15148.508789,18105800
2011-02-16,19040.000000,19400.000000,18900.000000,18900.000000,14942.939453,15182650
2011-02-17,19060.000000,19260.000000,18860.000000,19080.000000,15085.258789,14348550
2011-02-18,19300.000000,19320.000000,19140.000000,19200.000000,15180.135742,10253850
2011-02-21,19280.000000,19300.000000,18840.000000,18960.000000,14990.383789,13750850
2011-02-22,18780.000000,18960.000000,18680.000000,18760.000000,14832.254883,12181550
2011-02-23,18500.000000,18820.000000,18500.000000,18600.000000,14705.753906,17193000
2011-02-24,18520.000000,18680.000000,18400.000000,18580.000000,14689.942383,18110900
2011-02-25,18560.000000,18660.000000,18460.000000,18520.000000,14642.504883,15181200
2011-02-28,18400.000000,18680.000000,18400.000000,18460.000000,14595.069336,16274800
2011-03-02,18280.000000,18460.000000,18240.000000,18360.000000,14516.003906,16134300
2011-03-03,18380.000000,18540.000000,18320.000000,18460.000000,14595.069336,18074200
2011-03-04,18680.000000,18900.000000,18540.000000,18900.000000,14942.939453,18569150
2011-03-07,18860.000000,18860.000000,18120.000000,18120.000000,14326.250977,31883600
2011-03-08,18220.000000,18240.000000,17880.000000,17980.000000,14215.561523,24905400
2011-03-09,18120.000000,18160.000000,17640.000000,17800.000000,14073.248047,26296300
2011-03-10,17580.000000,17680.000000,17320.000000,17320.000000,13693.748047,41630200
2011-03-11,17220.000000,17520.000000,17200.000000,17240.000000,13630.496094,26884000
2011-03-14,17600.000000,18020.000000,17060.000000,18000.000000,14231.379883,33325000
2011-03-15,18020.000000,18040.000000,17120.000000,17200.000000,13598.868164,36313200
2011-03-16,17700.000000,17900.000000,17440.000000,17720.000000,14010.000977,39939050
2011-03-17,17560.000000,17800.000000,17360.000000,17800.000000,14073.248047,22505200
2011-03-18,17840.000000,17900.000000,17660.000000,17820.000000,14089.061523,19166050
2011-03-21,17820.000000,17980.000000,17680.000000,17800.000000,14073.248047,14473500
2011-03-22,17840.000000,17940.000000,17400.000000,17500.000000,13836.058594,21810300
2011-03-23,17600.000000,17600.000000,17180.000000,17460.000000,13804.434570,25229000
2011-03-24,17600.000000,17760.000000,17480.000000,17600.000000,13915.123047,15392550
2011-03-25,17840.000000,18200.000000,17800.000000,18200.000000,14389.505859,31078100
2011-03-28,18300.000000,18440.000000,18180.000000,18320.000000,14484.381836,15890200
2011-03-29,18140.000000,18320.000000,18000.000000,18320.000000,14484.381836,17204100
2011-03-30,18320.000000,18580.000000,18320.000000,18520.000000,14642.504883,20685150
2011-03-31,18720.000000,18720.000000,18420.000000,18640.000000,14737.383789,26376550
2011-04-01,18720.000000,18800.000000,18540.000000,18800.000000,14863.885742,22471700
2011-04-04,18800.000000,18900.000000,18780.000000,18900.000000,14942.939453,16716750
2011-04-05,18960.000000,18960.000000,18700.000000,18900.000000,14942.939453,11922000
2011-04-06,18800.000000,18840.000000,18300.000000,18460.000000,14595.069336,27471850
2011-04-07,18500.000000,18700.000000,18100.000000,18180.000000,14373.690430,21781250
2011-04-08,18220.000000,18280.000000,17900.000000,17960.000000,14199.749023,25983450
2011-04-11,17960.000000,18140.000000,17760.000000,17880.000000,14136.496094,20582800
2011-04-12,17720.000000,17800.000000,17640.000000,17640.000000,13946.749023,15766950
2011-04-13,17740.000000,18020.000000,17600.000000,18020.000000,14247.187500,16627750
2011-04-14,18000.000000,18000.000000,17680.000000,18000.000000,14231.379883,25265700
2011-04-15,17960.000000,17980.000000,17640.000000,17760.000000,14041.627930,22274750
2011-04-18,17820.000000,17840.000000,17320.000000,17340.000000,13709.557617,27418700
2011-04-19,17060.000000,17500.000000,17060.000000,17500.000000,13836.058594,23078650
2011-04-20,17780.000000,18320.000000,17720.000000,18320.000000,14484.381836,32044250
2011-04-21,18600.000000,18740.000000,18360.000000,18560.000000,14674.126953,27071850
2011-04-22,18480.000000,18540.000000,18040.000000,18080.000000,14294.627930,18825450
2011-04-25,18020.000000,18220.000000,17780.000000,17780.000000,14057.437500,14338950
2011-04-26,17980.000000,17980.000000,17600.000000,17940.000000,14183.935547,19174650
2011-04-27,18340.000000,18540.000000,18220.000000,18480.000000,14610.881836,26379400
2011-04-28,18480.000000,18540.000000,17980.000000,18000.000000,14231.379883,20803400
2011-04-29,18020.000000,18160.000000,17600.000000,17860.000000,14120.689453,21415000
2011-05-02,18200.000000,18740.000000,18080.000000,18640.000000,14737.383789,32544850
2011-05-03,18720.000000,18800.000000,18440.000000,18760.000000,14832.254883,25366500
2011-05-04,18600.000000,18680.000000,18000.000000,18300.000000,14468.563477,25769850
2011-05-06,17980.000000,18280.000000,17900.000000,17980.000000,14215.561523,23637450
2011-05-09,18160.000000,18220.000000,17820.000000,17820.000000,14089.061523,13543350
2011-05-11,17780.000000,17900.000000,17640.000000,17840.000000,14104.875000,22363750
2011-05-12,17720.000000,18020.000000,17660.000000,17700.000000,13994.185547,27616100
2011-05-13,17920.000000,18480.000000,17800.000000,18320.000000,14484.381836,33438000
